state,district,financial_year,metric,value,unit,source_url,notes
Punjab,Amritsar,2018-19_to_2021-22_cum,crm_machines_rotavator,185,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Amritsar,2018-19_to_2021-22_cum,crm_machines_baler,9,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Amritsar,2018-19_to_2021-22_cum,crm_machines_rake,6,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Amritsar,2018-19_to_2021-22_cum,crm_machines_crop_reaper_reaper_binder,0,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Amritsar,2018-19_to_2021-22_cum,crm_machines_total,2880,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_happy_seeder,876,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_super_seeder,1580,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_paddy_straw_chopper,540,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_mulcher,84,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_rmb_plough,229,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_zero_till_drill,866,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_super_sms,345,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_rotary_slasher,16,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_shrub_master,0,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_cutter_cum_spreader,0,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_rotavator,252,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_baler,10,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_rake,9,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_crop_reaper_reaper_binder,0,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Barnala,2018-19_to_2021-22_cum,crm_machines_total,4807,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_happy_seeder,1192,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_super_seeder,1785,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_paddy_straw_chopper,874,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_mulcher,136,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_rmb_plough,438,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_zero_till_drill,1550,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_super_sms,362,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_rotary_slasher,16,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_shrub_master,0,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_cutter_cum_spreader,68,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_rotavator,133,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_baler,16,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_rake,16,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_crop_reaper_reaper_binder,0,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Bathinda,2018-19_to_2021-22_cum,crm_machines_total,6586,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_happy_seeder,569,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_super_seeder,1241,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_paddy_straw_chopper,333,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_mulcher,167,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_rmb_plough,424,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_zero_till_drill,1027,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_super_sms,146,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_rotary_slasher,71,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_shrub_master,0,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_cutter_cum_spreader,160,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_rotavator,204,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_baler,23,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_rake,17,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_crop_reaper_reaper_binder,0,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Faridkot,2018-19_to_2021-22_cum,crm_machines_total,4382,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_happy_seeder,293,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_super_seeder,498,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_paddy_straw_chopper,200,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_mulcher,276,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_rmb_plough,230,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_zero_till_drill,167,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_super_sms,337,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_rotary_slasher,10,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_shrub_master,6,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_cutter_cum_spreader,0,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_rotavator,225,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_baler,14,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_rake,12,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_crop_reaper_reaper_binder,0,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fatehgarh Sahib,2018-19_to_2021-22_cum,crm_machines_total,2268,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fazilka,2018-19_to_2021-22_cum,crm_machines_happy_seeder,422,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
Punjab,Fazilka,2018-19_to_2021-22_cum,crm_machines_super_seeder,1790,machines,https://ppcb.punjab.gov.in/media/documents/FINAL_Action_Plan_Stubble_Burning_29May2022.pdf,"PPCB Action Plan for Control of Stubble Burning 2022, p.27: 'District Wise CRM Machinery provided under Subsidy 2018-19 to 2021-22' (cumulative achievement, machines provided under subsidy)"
